관광지명,UN공원,감천문화마을,강서체육공원,광안대교,광안대교sup,구덕야영장,구덕운동장,구포시장,국립해양박물관,국제시장,금강공원,금정산성,깡깡이예술마을,낙동강하구에코센터,남항대교,누리마루,다대포꿈의낙조분수,다대포해수욕장,대저생태공원,더베이101,동래온천,동래읍성,동아대석당박물관,맥도생태공원,문화빙상센터,범어사,벡스코,보수동책방골목,부네치아,부산박물관,부산어촌민속관,부산치유의숲,부산프리미엄아울렛,부산항대교,부전마켓타운,비프광장,사상인디스테이션,삼락생태공원,상해거리,서동미로시장,성지곡수원지,송도용궁구름다리,송도해수욕장,송상현광장,송정해수욕장,아미르공원,아미산전망대,아홉산숲,안데르센동화마을,야구등대,영도대교,영화의전당,오륙도스카이워크,용두산공원,용호만유람선,을숙도,이기대도시자연공원,일광해수욕장,임랑해수욕장,자갈치시장,장산,장안사,전포카페거리,절영해안산책로,초량이바구길,태종대,해운대블루라인파크,해운대해수욕장,호천마을,화명생태공원,황령산,회동수원지,흰여울문화마을
UN공원,1.0000001192092896,-0.10865459591150284,0.020197492092847824,0.07912485301494598,-0.08714191615581512,-0.011285132728517056,-0.18189163506031036,-0.012520243413746357,0.12848077714443207,0.005308901891112328,0.09315484762191772,-0.11758694797754288,-0.018824497237801552,0.15087641775608063,-0.07698599994182587,0.08477430790662766,0.006233428604900837,-0.23125240206718445,-0.16306723654270172,-0.05142012611031532,0.020284442231059074,0.12258713692426682,0.09076566994190216,-0.05697862058877945,-0.00816898699849844,-0.05172695219516754,0.03272540867328644,0.061775438487529755,0.10065066069364548,0.1221497654914856,0.015075854025781155,-0.09911225736141205,-0.009300455451011658,-0.11870519816875458,0.011896219104528427,0.017647992819547653,0.09142165631055832,-0.005691670347005129,-0.052173737436532974,-0.09044688194990158,0.11441715806722641,0.06976855546236038,-0.09674493223428726,0.08268473297357559,-0.04516424238681793,0.1833113431930542,0.0033601783215999603,-0.005503442138433456,0.03196604177355766,0.11979200690984726,0.047585245221853256,0.020585404708981514,0.14014676213264465,0.15249715745449066,0.04465958848595619,0.01159422192722559,-0.08950505405664444,0.004612977150827646,0.01400594413280487,-0.009911349974572659,-0.04261956736445427,-0.01011348981410265,-0.04015945643186569,-0.1488414704799652,0.01686776429414749,0.12067509442567825,0.024708997458219528,-0.07688738405704498,-0.014448012225329876,0.07127898931503296,0.0023956240620464087,-0.017291070893406868,-0.07692190259695053
감천문화마을,-0.10865459591150284,1.000000238418579,0.06304764747619629,-0.08826359361410141,-0.05702304467558861,0.04559604823589325,0.02360815741121769,-0.13648191094398499,-0.003835889045149088,-0.1344631165266037,-0.04456346109509468,0.014288434758782387,0.15769943594932556,0.02071738801896572,0.06754278391599655,-0.06336808949708939,0.05371060222387314,-0.07027047872543335,0.21809019148349762,0.05735559016466141,-0.1044141948223114,0.15671592950820923,-0.11059288680553436,0.07144738733768463,-0.02160336822271347,-0.020470324903726578,0.0330476313829422,-0.0713810995221138,0.09999528527259827,0.03559165820479393,0.021666374057531357,0.053803879767656326,-0.011357057839632034,0.048309147357940674,-0.06596691161394119,-0.0746239423751831,0.2700599431991577,0.027259035035967827,-0.04205850511789322,-0.09108414500951767,0.06096840649843216,0.08336646109819412,-0.10290590673685074,-0.029685216024518013,-0.011881443671882153,-0.025821387767791748,0.04749320074915886,0.06777762621641159,0.07694461196660995,0.032398566603660583,-0.10230744630098343,-0.026394546031951904,0.05592445284128189,-0.025195958092808723,-0.06428621709346771,-0.012563176453113556,-0.057684917002916336,-0.07566031068563461,-0.030627645552158356,-0.02560732141137123,-0.008784906938672066,-0.028883861377835274,-0.09500942379236221,0.26874876022338867,0.30695492029190063,0.024634843692183495,0.10754074156284332,-0.11327121406793594,0.5975456237792969,0.09035046398639679,0.0020378378685563803,0.08994244784116745,0.6142704486846924
강서체육공원,0.020197492092847824,0.06304764747619629,1.000000238418579,-0.01373542845249176,0.030215205624699593,-0.06326570361852646,0.2892247140407562,0.052899643778800964,0.18400534987449646,-0.012361177243292332,0.06039097532629967,0.040506042540073395,-0.05994896963238716,0.03082769550383091,0.05809388682246208,0.0814947783946991,0.011631551198661327,0.07339979708194733,0.11946282535791397,-0.013559180311858654,-0.09000296145677567,0.08034415543079376,0.045137014240026474,-0.005571190267801285,0.053266674280166626,0.10212567448616028,0.14779236912727356,-0.016753604635596275,-0.028735242784023285,0.04216374084353447,0.08397229760885239,0.09718720614910126,-0.03131831809878349,0.19495588541030884,-0.014574049971997738,-0.010252862237393856,0.1509372740983963,0.12226898223161697,-0.035015493631362915,0.16308711469173431,0.05271568149328232,0.04119467735290527,-0.02992228977382183,-0.05436853691935539,-0.016743021085858345,0.2205592840909958,0.11055974662303925,0.10061468183994293,0.11929528415203094,-0.16622211039066315,0.07463815808296204,0.07402759045362473,-0.003142125904560089,-0.0211948174983263,-0.014027180150151253,0.10569891333580017,0.10168421268463135,-0.014143000356853008,0.013811534270644188,0.03828347474336624,0.1939994841814041,0.0633653923869133,-0.07888438552618027,-0.043741073459386826,-0.1023826003074646,0.1256484091281891,0.0010596420615911484,-0.007987463846802711,-0.03556399792432785,0.021239975467324257,0.09460556507110596,-0.08876489102840424,-0.09775066375732422
광안대교,0.07912485301494598,-0.08826359361410141,-0.01373542845249176,1.0,0.18886341154575348,0.055988628417253494,0.012957246974110603,-0.017416704446077347,-0.03263935074210167,0.06628628820180893,0.08040553331375122,-0.06964254379272461,-0.005891823675483465,0.05505124852061272,0.1791139841079712,0.04279627278447151,0.0016691433265805244,-0.02252388931810856,0.02443835325539112,-0.06157049164175987,0.05413622036576271,0.0014179792487993836,0.05441875755786896,-0.07435745745897293,-0.08492615073919296,-0.01723061129450798,0.031294990330934525,0.0351363830268383,0.07722730934619904,0.038087327033281326,0.1612195074558258,-0.09707967191934586,0.05218006670475006,0.120030976831913,0.009283079765737057,0.0314541719853878,0.06983913481235504,-0.05647386237978935,0.000794363091699779,-0.17321373522281647,0.10603047162294388,0.018870484083890915,-0.1304623782634735,-0.06624425202608109,-0.17798079550266266,-0.009804069064557552,-0.09791053086519241,0.09900613129138947,0.02725103311240673,-0.06889352947473526,-0.040799759328365326,-0.006365795619785786,0.04868490621447563,0.00936645083129406,0.21329733729362488,-0.005060750525444746,0.08460039645433426,-0.11803139001131058,-0.14361120760440826,0.0016728825867176056,0.14689508080482483,0.008123186416924,0.06183196231722832,-0.029120178893208504,-0.04459777846932411,-0.02361420728266239,0.06776709854602814,0.010030793026089668,0.008081091567873955,0.028515800833702087,0.16173554956912994,-0.10113689303398132,0.009113742969930172
광안대교sup,-0.08714191615581512,-0.05702304467558861,0.030215205624699593,0.18886341154575348,0.9999997615814209,0.020283620804548264,0.0828893706202507,0.03246559202671051,0.05287759378552437,-0.10111118108034134,0.0015488448552787304,0.1600608229637146,-0.025032484903931618,0.04833522066473961,-0.1358814686536789,0.006250130012631416,0.017147110775113106,-0.038597770035266876,-0.0060553885996341705,-0.0878361165523529,0.07113055884838104,-0.07803842425346375,-0.04709294065833092,0.002220738446339965,0.05275953561067581,-0.1012120395898819,0.07762406766414642,-0.019406914710998535,-0.010089735500514507,-0.027587946504354477,0.14057640731334686,-0.06466790288686752,0.042999159544706345,0.09386516362428665,-0.06715479493141174,-0.043891631066799164,0.021008243784308434,-0.04184707626700401,0.03974909707903862,-0.03262751176953316,0.023682359606027603,0.046866338700056076,-0.007802396547049284,-0.028310224413871765,0.08174566179513931,-0.03481728211045265,-0.07241438329219818,0.026828749105334282,-0.06115146353840828,-0.04700983315706253,0.08586127310991287,-0.03454446792602539,-0.1296265870332718,-0.14928066730499268,0.1267528235912323,-0.05238620191812515,0.03175351023674011,0.06647724658250809,-0.018040252849459648,0.07761259377002716,0.03587405011057854,-0.02250329591333866,0.066221222281456,-0.11611155420541763,-0.028167150914669037,-0.009164570830762386,-0.035649046301841736,-0.10005304217338562,-0.14945390820503235,-0.0024883004371076822,-0.02000834420323372,-0.06338166445493698,-0.07652067393064499
구덕야영장,-0.011285132728517056,0.04559604823589325,-0.06326570361852646,0.055988628417253494,0.020283620804548264,0.9999998807907104,0.1513069123029709,0.04821649193763733,-0.0023105486761778593,-0.024190491065382957,0.2200344204902649,-0.12766467034816742,-0.010808903723955154,0.06875832378864288,-0.07094260305166245,-0.034794680774211884,0.02112385258078575,-0.03861440718173981,-0.14776000380516052,0.020593302324414253,0.0710982009768486,-0.02438933588564396,-0.11633222550153732,-0.16018511354923248,-0.053348246961832047,-0.11520349979400635,0.12550786137580872,-0.02219107188284397,0.020068293437361717,0.15360985696315765,0.08323273807764053,0.1869032084941864,0.00585004361346364,0.13720959424972534,0.02495994232594967,0.08065161854028702,0.05414492264389992,0.14558714628219604,-0.1647016555070877,-0.014829698950052261,0.1642991304397583,-0.05583919584751129,0.013079224154353142,0.012439130805432796,0.03231856971979141,-0.04195525869727135,-0.0022363977041095495,0.017461411654949188,0.1601712554693222,-0.022550901398062706,0.008632583543658257,-0.04246752709150314,0.02947251684963703,-0.02363051287829876,0.07881036400794983,-0.08462277799844742,-0.11055321991443634,-0.04193399101495743,0.013323892839252949,0.02755960449576378,0.09343580901622772,-0.06227501481771469,-0.10958776623010635,-0.12558646500110626,-0.07990776747465134,0.08120705932378769,-0.012863381765782833,0.03522808849811554,-0.058830901980400085,-0.08668671548366547,-0.053757235407829285,-0.1355661004781723,-0.012278351001441479
구덕운동장,-0.18189163506031036,0.02360815741121769,0.2892247140407562,0.012957246974110603,0.0828893706202507,0.1513069123029709,1.000000238418579,0.07427264004945755,0.04790743067860603,-0.02360057830810547,0.028311794623732567,-0.02871067449450493,0.09012587368488312,0.1595185548067093,0.06854291260242462,0.039448827505111694,0.11794397234916687,0.07077836990356445,0.012281745672225952,0.06132122874259949,0.015873854979872704,-0.14120666682720184,-0.052621591836214066,0.05233070254325867,0.03495413437485695,-0.026987668126821518,0.03523765504360199,0.015690017491579056,0.02633577212691307,0.1774871051311493,0.08878815919160843,0.01246735267341137,0.0766795352101326,0.2033206969499588,-0.02030346915125847,0.004913884215056896,0.0559377446770668,0.03630674257874489,-0.031268466264009476,0.007149646058678627,0.12464287877082825,0.06334405392408371,0.11991468071937561,0.08870474994182587,0.02066522277891636,0.09090979397296906,0.13876013457775116,0.026680076494812965,0.1779962182044983,0.10636033117771149,0.033667098730802536,0.09427759796380997,-0.03251449018716812,-0.09430206567049026,0.01777777448296547,0.051753152161836624,0.06312913447618484,0.009883290156722069,0.013750421814620495,0.016181284561753273,0.13719138503074646,0.05978645011782646,0.03858897089958191,0.06761478632688522,0.07382943481206894,0.20191901922225952,0.1037515327334404,0.09467575699090958,-0.03047276847064495,0.08287262916564941,0.07186481356620789,0.06690774857997894,0.053222499787807465
구포시장,-0.012520243413746357,-0.13648191094398499,0.052899643778800964,-0.017416704446077347,0.03246559202671051,0.04821649193763733,0.07427264004945755,1.0000001192092896,-0.05493514984846115,0.342508465051651,0.011889091692864895,0.05560418218374252,0.015086725354194641,-0.05210611969232559,-0.06724997609853745,0.12223795056343079,0.05821515619754791,-0.06576690077781677,-0.02738022431731224,-0.014041583053767681,-0.0886354073882103,-0.07247120887041092,-0.03840954601764679,0.07331602275371552,0.03626469150185585,-0.0441996231675148,0.013985809870064259,-0.036135248839855194,-0.07429744303226471,0.013397064991295338,-0.1526890993118286,0.032564323395490646,0.027569616213440895,-0.06196776404976845,0.46235477924346924,0.2005082666873932,0.03223742917180061,0.0672304704785347,0.029989441856741905,0.2846037745475769,0.14947499334812164,-0.07562585175037384,-0.032703254371881485,-0.18868567049503326,0.08475513756275177,-0.02108382247388363,-0.05940510332584381,-0.01957959681749344,0.06875012069940567,0.006731773726642132,-0.005872368812561035,0.048856738954782486,0.05221547931432724,-0.040937408804893494,-0.029097285121679306,0.06205463036894798,0.10138479620218277,0.039959535002708435,0.023682763800024986,0.1307346671819687,0.100028395652771,-0.05278885364532471,0.06374619901180267,0.026781640946865082,0.009212007746100426,0.0475911945104599,-0.0973040834069252,-0.005495522171258926,-0.2140909880399704,-0.020849227905273438,-0.003313964931294322,-0.01051467377692461,0.10894958674907684
국립해양박물관,0.12848077714443207,-0.003835889045149088,0.18400534987449646,-0.03263935074210167,0.05287759378552437,-0.0023105486761778593,0.04790743067860603,-0.05493514984846115,1.0,-0.1898040771484375,-0.20189252495765686,0.07569341361522675,-0.13714373111724854,0.1432521939277649,0.07484424859285355,0.17460694909095764,-0.024765988811850548,-0.112723708152771,0.1182914599776268,-0.010592155158519745,0.08655832707881927,0.0030561324674636126,0.0026665974874049425,0.1959010809659958,0.1819116473197937,-0.13321223855018616,0.324512779712677,0.11641304939985275,0.033258140087127686,-0.042875975370407104,0.14420798420906067,0.102486751973629,0.10227096825838089,0.07492940872907639,-0.12339764833450317,0.008550583384931087,0.13663922250270844,0.10997632145881653,0.06651528179645538,0.06199107691645622,-0.029917322099208832,0.03110276162624359,0.1039448231458664,-0.0013797449646517634,0.004601157736033201,0.30179333686828613,-0.09234900772571564,-0.001441614469513297,0.219194233417511,-0.005508800502866507,0.014789808541536331,0.360369473695755,0.06211205944418907,-0.020317375659942627,0.021236002445220947,0.13974885642528534,0.08125785738229752,0.049957823008298874,0.04479227960109711,-0.0019337458070367575,-0.026223130524158478,-0.023680437356233597,-0.11298790574073792,0.0583459697663784,-0.013857430778443813,0.032968878746032715,-0.07095927745103836,0.016186987981200218,0.012880346737802029,0.06563593447208405,-0.03307065740227699,0.020209578797221184,0.15142469108104706
국제시장,0.005308901891112328,-0.1344631165266037,-0.012361177243292332,0.06628628820180893,-0.10111118108034134,-0.024190491065382957,-0.02360057830810547,0.342508465051651,-0.1898040771484375,0.9999999403953552,0.09161891788244247,0.06365664303302765,0.03953222185373306,0.03711586818099022,-0.01635010913014412,0.0586852952837944,-0.006541052367538214,0.02667256072163582,0.01105855405330658,0.016075659543275833,-0.11773962527513504,-0.04959416761994362,-0.016861384734511375,0.07150015234947205,-0.08308521658182144,0.05849140137434006,-0.021311691030859947,0.2601628303527832,0.03208001330494881,0.045406002551317215,-0.020525429397821426,-0.02783983387053013,-0.018683163449168205,-0.05144677683711052,0.30606356263160706,0.2734532356262207,0.02314576506614685,0.06156450882554054,-0.16025616228580475,0.17150479555130005,0.1201598197221756,0.03697235509753227,-0.03833535686135292,-0.13723433017730713,-0.09118875861167908,-0.04108402505517006,0.06822316348552704,-0.08412670344114304,0.02956993505358696,-0.09155265986919403,-0.019427606835961342,-0.020114189013838768,0.09353520721197128,-0.017775746062397957,0.05323381721973419,-0.02383342757821083,-0.0062968535348773,-0.1024075597524643,0.010465198196470737,0.19950425624847412,0.15201526880264282,0.015723587945103645,0.15593145787715912,-0.020610341802239418,0.06912295520305634,0.13991086184978485,-0.04562417045235634,-0.017461761832237244,-0.056183457374572754,-0.008551563136279583,0.13052596151828766,0.06571191549301147,0.05105695500969887
